Address,Latitude,Longitude,MapAddress,Name,Total Employees
Near Rawal Dam Club Road Islamabad ,33.6786654,73.09692679999999,"Murree Rd, Rawalpindi, Pakistan",Embacy Lodge ,43
"Shop # 4, Block # 4 Maqbool Market F-7/4/ Islamabad ",33.7219736,73.0651238,"Street 61, F-7/4 F 7/4 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Poly Tech Engineers ,1
"I-A, School Road Jinnah Super F-7/ Markaz ",33.7211528,73.0575267,"Opposite To Flower Market، College Road، F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Chocolate Cafee ,12
"H.# 823, Main Service Road I-10/4 Islamabad ",38.86119180000001,65.7847269,"Qarshi, Uzbekistan",Qarshi Industeries Pvt ltd ,11
"Shop # 7, Season Plaza F-10/ Markaz ",33.6944372,73.0119187,"House # 7 Street 57, F-10/3 F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",Super Shaheen Dry Cleaners ,2
"Ghori Town Phase 1, Khana East Islamabad ",33.6173621,73.1346587,"Ghori Town Phase I, Ghori Town Phase 4-A Phase 4A Ghauri Town, Islamabad, Islamabad Capital Territory, Pakistan",Bismillah Dean wood Work ,1
"Shop # 12, Block # 33, I&T Centre G-10/4, Islamabad ",33.6734336,73.0080821,"Service Rd W, Islamabad, Islamabad Capital Territory, Pakistan",New A One Laundrye ,4
" Block # 07 I&T Centre G-10/4, Islamabad ",33.6734336,73.0080821,"Service Rd W, Islamabad, Islamabad Capital Territory, Pakistan",Ak Dry Cleaners & Stream Laundry ,4
Aabpara Market Islamabad ,33.7080457,73.0895357,"Kamran Shopping Centre, Unit 715, Aabpara Market, Khayaban-e-Suhrwardy, G-6-1, G-6, G 6/1 G-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",Faisal Bank ltd ,12
"Shop # 1, Zeeshan Plaza G-8/ Markaz ",33.69624,73.0490468,"Markaz Rd, G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Bilal Café ,5
PWD Commericial Malik Arcade Plaza Islamabad ,33.5713639,73.1342229,"Block C Police Foundation, Rawalpindi, Punjab, Pakistan",Insaf Cloth & Silk Centre ,3
"Plot # 135, St # 09, I-10/3 Islamabad ",33.6537916,73.03905189999999,"I-10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Total Oil Pakistan Pvt Ltd ,7
Sadiq Plaza PWD Housing Society Islamabad ,33.5731523,73.1481788,"Central Rd, PWD Society, Rawalpindi, Punjab, Pakistan",RK Paints & Hardware Sadiq Plaza PWD Housing Society ,2
"Plot # 45, Khutta Triangle Road Model Town Humak Islamabad ",33.5386527,73.148237,"Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Pakistan Fruite Juice co Pvt Ltd ,30
"Plot # 23, G-8/ Markaz ",33.6995307,73.04790489999999,"G-8 Markaz Rd, G-8/2 G 8/2 G-8, Islamabad, Islamabad Capital Territory, Pakistan",Hotel Rose Garden ,8
Tahir Tower Pakistan Town Markaz Near PWD ,30.375321,69.34511599999999,Pakistan,Bao Gee Fabric ,1
Opp Capital Enclave Near Swan Garden Highway Islamabad ,33.5649183,73.1614997,"Islamabad Expressway, Pakistan",Capital Ceiling Centre ,2
Tahiba Tower Pakistan Town Markaz Near PWD,30.375321,69.34511599999999,Pakistan,Sila Fashion Botique ,1
"65, Model Town Humak Islamabad ",33.5386527,73.148237,"Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Aitizaz Technologies Marble Shop ,2
40-A Ramzan Plaza G-9/ Markaz Islamabad ,33.6889463,73.0344449,"Mangla Rd, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",Rahat Bakery ,30
"Farid Plaza F-Block 09, Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Aluminium ,3
Amjad Plaza F-Block Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Hasnain Steel ,3
Amjad Plaza F-Block Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Moon Steel ,2
Ch. Plaza F-Block Islamabad ,32.0739787,72.6860696,"Sargodha, Punjab, Pakistan",Sargodha Steel ,2
"Amjad Plaza F-Block 09, Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Tauseef Steel ,4
G-9/ Markaz Islamabad ,33.6907339,73.0312618,"Rohtas Rd, G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",Soneri Bank Ltd ,15
"142 , Street 9, Sector , I-10/3, Islamabad ",33.650297,73.03831,"Plot # 142, Street # 09, I/10-3, I 10/3 I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",DS Pharma ,12
"Khana East Ghori Town Phase I, Service Road ",33.6284214,73.1391008,"Ghori Town Rd, Islamabad, Islamabad Capital Territory, Pakistan",Kamal Wood Works ,3
"Shop # 9-8, 3-C Plaza G-10/ 4 Islamabad ",40.8932603,-74.1578685,"1023 Main St, Paterson, NJ 07503, USA",Al Shami Resturant & Bakery ,6
Jhange Sydan Lehtrar Road ,31.1704063,72.7097161,"Punjab, Pakistan",Punjab Sarhad Block Works ,6
Jhange Sydan Lehtrar Road ,33.6704089,73.3038639,"Lehtrar Rd, Islamabad, Islamabad Capital Territory, Pakistan",Afzal Concrete Works ,6
"Block # 38, I&T Centre G-10/4, Islamabad ",33.6734336,73.0080821,"Service Rd W, Islamabad, Islamabad Capital Territory, Pakistan",Entirnity Affrican Resfurant ,6
"Plot # 33, Unique Arcade I-8/Markaz Islamabad ",33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Commercial Establishment ,10
Shab Plaza Main GT Road Rawat Islamabad ,33.5353809,73.127969,"Amazon mall، Sector A DHA Phase II, Islamabad, Islamabad Capital Territory 44000, Pakistan",Commercial Establishment ,8
"Plot # 35, St# 55, Shop # 2, 3, G-9/4 Islamabad ",33.6839995,73.04105410000001,"Street 55, G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Mezban Trading ,12
Mehmood Plaza Ali Pur Ner HBL ,29.7195498,-95.4995716,"6655 Harwin Dr, Houston, TX 77036, USA",Mezban Trading ,14
PWD Housing Society Jinnah Centre ,33.56876890000001,73.13956999999999,"Central Rd, PWD Society, Rawalpindi, Punjab, Pakistan",K&Ns ,
"Plot # 324, Industrial Triangle Kahuta Road ",33.5415347,73.147772,"Kahuta Rd, Islamabad, Islamabad Capital Territory, Pakistan",Shabir Tiles & Ceramic ,5
"Plot # 264, St#, 6, I-9/3, Islamabad ",33.6617123,73.0567611,"I-9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Friends Auto ,5
"Plot # 235, St#, I-9/ 2 Islamabad ",33.7404059,73.0816313,"9 Street 1, F-6/3 F 6/3 F-6, Islamabad, Islamabad Capital Territory, Pakistan",Water Plus ,4
Kahoot Arcade PWD Housing Society Islambad ,33.5708699,73.1452867,"PWD Housing Society Rawalpindi, Punjab, Pakistan",Fire Pan Resturant ,3
PWD Housing Society Islamabad ,33.5708699,73.1452867,"PWD Housing Society Rawalpindi, Punjab, Pakistan",Lasani Autos ,2
"Plot # 46, I&T Centre G-9/4/ Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Suhag Silk Centre ,1
Adeel Plaza Basement g-9/ Markaz ,33.6853861,73.0335541,"Rohtas Rd, G-9, Islamabad, Islamabad Capital Territory, Pakistan",Madina Cash & Carry ,7
Basement Huzaifa Centre I-8/ Markaz Islamabad ,33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Madina Cash & Carry ,6
Ramzan Plaza Bhara Kahu ,33.7449623,73.1762626,"Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Madina Cash & Carry ,8
"Shop # 4-5, Rafique Plaza G-9/ Markaz ",33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",La Carne ,2
"Shop # 21,22, Block # 24, Bavel Market G-9/ Markaz Islamabad ",33.6896532,73.033278,"Shop #4 Bevel Market, G-9 Markaz, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",Tobba Hot & Cold Spot ,3
"Block 1, B Basement Taj Muhamamd Building F-7/ Markaz Jinnah Super Market ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Stylish Tailors ,3
"Shop # B-6, Taj Mahal Building f-7/ Markaz, Jinnah Super Market islambadd ",33.7211404,73.0571301,"F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Muhammad Fiaz Tailors ,2
"Shop # B-6, Taj Mahal Building f-7/ Markaz, Jinnah Super Market islambadd ",21.3890824,39.8579118,Mecca Saudi Arabia,Al Makkah Tailors ,2
13-s (FF) Sahroon Plaza College Road F-7/ Markaz ,33.719591,73.0531244,"Sharoon Plaza, Block 13R, College Rd, F-7 Markaz, F-7, Islamabad, ICT, Pakistan",Upper Deck Resturant ,5
"Shop #, 7-B , Basement Royal Inn Plaza F-8/ Markaz ",33.7115769,73.0397898,"F-8 Markaz F 8 Markaz F-8, Islamabad, Islamabad Capital Territory, Pakistan",Al Madina Tailors ,2
Tikka Khan Plaza Main Bazar Bhara Kahu Islamabad ,33.7349401,73.1746233,"Main Bazar Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Rise Hut Family Resturant ,5
"Office # 3, Shahbaz Centre Aabpara Market Islamabad ",33.7063825,73.086089,"Aabpara G 6/1 G-6, Islamabad, Islamabad Capital Territory, Pakistan",Dream Co Express Pakistan Pvt Ltd ,2
"Plot # 264, St#, 6, I-9/3, Islamabad ",33.6589708,73.05389269999999,"264 Street 6, I-9/3 I 9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Power Electrical ,4
"Plot # 60, St #, 7, I-10/3, Islamabad ",33.6543187,73.0370688,"Plot.60K Street 7, I-10/3 I 10/3 I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Poly Star ,8
"Plot # 238, St# 8, I-9/3 Islamabad ",33.6600082,73.0528932,"plot# Industrial Area, I-, 238 Street 8, I 9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Spot Pvt Ltd ,5
Makkah Plaza I-10/ Markaz ,33.6486047,73.0404706,"Munawar Plaza, Sohni Rd, I-10 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Subhanullah Resturant ,4
I&T Centre G-10/1 Islamabad ,33.6706954,73.0153967,"10 Street 34, G-10/1 G 10/1 G-10, Islamabad, Islamabad Capital Territory, Pakistan",Pizzamo ,3
"Shop # 17, Gulshan Plaza G-10/markaz ",24.9207328,67.088162,"Gulshan-e-Iqbal, Karachi, Karachi City, Sindh, Pakistan",Saqib Steel ,2
"Shop #, 17,18, Basement Isram Plaza G-10/ Markaz ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Dream Land Traders ,3
"Shop No18, Gulistan Plaza G-10/ Markaz ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Noormal Steel ,2
"House # 11, St, 47, F-7/1 ",33.719221,73.0580143,"Street 47, F-7/1 F 7/1 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Executive Guest House ,5
Darban Chowk Neco timba Market Islamabad ,-29.85868039999999,31.0218404,"Durban, South Africa",Shakur Timber Depot ,1
"Shop # 15, Super Plaza G-10/Markaz Islamabad ",33.6759673,73.0142845,"Super Plaza, 17-D, G-10 Markaz G 10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Comfort Shoes ,2
"Plot # 214, 216, St#, 7, I-9/3, Islamabad ",33.6617123,73.0567611,"I-9/3 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Capital Marketing Services ,21
"Unit # 20-B, Block # 12-B F-7/ Markaz ",33.7224457,73.0587631,"F-, Street 7, F 7 Markaz F-7, Islamabad, Islamabad Capital Territory 44000, Pakistan",Atrio Café & Grill ,8
"Plot # 212, East Servise Road I-10/ 3, Islamabad",30.52803369999999,-99.85241490000001,"I-10, United States",Sconi iptools Limited ,16
"Plot # 45, Street # 10, I-9/2, Islamabad ",30.375321,69.34511599999999,Pakistan,Volosi Integnity & Safety Pakistan Pvt Ltd ,22
"Shop # 14-A , Midel Village Shahzad Town Islamabad ",33.6727203,73.1401237,"Shahzad Town, Islamabad, Islamabad Capital Territory, Pakistan",Shahzeb Nan Centre ,4
"Barkat Islamic Banking Branck Ground Floor , 7-L , F-10/ Markaz ",33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",Faisal Bank Ltd ,10
Lehtrar Road Khana Dak ,33.6704089,73.3038639,"Lehtrar Rd, Islamabad, Islamabad Capital Territory, Pakistan",Fida Auto Work ,5
PWD Society Islamabad ,33.5708699,73.1452867,"PWD Society, Punjab, Pakistan",Buchal Store ,4
"H-# 15A , St 18, Hardees Road F-7/ 2, Islamabad ",33.7225237,73.0497699,"Street 18, F-7/2 F 7/2 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Stone Age ,3
"109, Marina Hights Shop # 3&4, Blue Area ",33.7108744,73.0592053,"Marina Heights, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Brake Out,4
"Shop # 5, Capital Trade Centre F-10/ Markaz ",33.6967029,73.0112329,"Capital Trade Centre, Office B-1, St 57, F-10 Markaz, F-10, F 10/3 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Islamabad Foods ,4
Mughal Plaza Main Trammri Chowk Lehtrar Road Islamabad ,33.645097,73.1740879,"Lehtarar Road, Islamabad, Islamabad Capital Territory, Pakistan",Tayyab Sweets & Bakers ,8
Satra Meel Stop Lehtrar Road ,33.645097,73.1740879,"Lehtarar Road, Islamabad, Islamabad Capital Territory, Pakistan",Tayyab Sweets & Bakers ,5
"Shop # 12, Fazal Arcade F-11/ Markaz ",33.6843312,72.9884995,"F-11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Jaddah Resturant ,5
"Plot # 44, A ,CDA, Shame # 1, Tarlai Islamabad ",33.6424851,73.13363199999999,"Java Rd, Burma Town, Islamabad, Islamabad Capital Territory, Pakistan",Imran Al Hamd Bakery ,7
Main Murree Road Bhara Kahu Islamabad ,33.764975,73.22081399999999,"Satra Meel, Phulgran, Post Office Bharakahu، Murree Rd, Alwada Colony, Phulgran, Islamabad, Islamabad Capital Territory, Pakistan",Khyber Hujra Resturant ,9
"6-B, Super Market F-6/ Markaz ",33.7293968,73.07680669999999,"Fateh Plaza, Shop 2, F-6 Markaz, F-6, F 6 Markaz F-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",Summit Bank Ltd ,12
"Shop # 8, Ali Plaza G-10/ Markaz ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Ittalian Pizza Hutt ,4
"Plot # 109, East Jinnah Avennue Blue Area ",33.7109235,73.0593583,"Sardar Begum Plaza, Plot 109-E, Jinnah Ave, Block I, Blue Area, G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan","Summit Bank Ltd , Islamabad Stock Exchange ",12
Basement Islam Plaza G-9/ Markaz ,33.6887989,73.03365769999999,"Islam Plaza, Mangla Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Muhammadi Cash & Carry ,3
"Shop # 17, G.p, Executive Centre I-8/ markaz ",33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Food Way 5. Pk ,3
"Shop # 5&6, Sardar Arcade F-11/ Markaz ",33.68336350000001,72.9886081,"Hilal Rd S, F-11 Markaz, F-11, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Spicy Bite ,4
"60-D, St.# 07, I-10/3, Islamabad ",33.6537916,73.03905189999999,"I-10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Sachal Technologies Pvt Ltd ,15
"Plot # 2-C , Salman Market F-11/ 2, Islamabad ",33.6826482,72.9806217,"St 24, F-11-2, F-11, Islamabad, ICT، Pakistan",Dawat ,6
20-Al Asghar Plaza Jinnah Avennue Islamabad ,33.7109235,73.0593583,"Sardar Begum Plaza, Plot 109-E, Jinnah Ave, Block I, Blue Area, G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Summit Bank Ltd ,16
"60-J, Street # 7, I-10/3, Islamabad",33.654321,73.037069,"Plot # 60, Street 7, I-10/3 I 10/3 I-10, Islamabad, Islamabad Capital Territory 44000",Ad-Imran ,6
F-10/ Markaz Islamabad ,33.6944372,73.0119187,"House # 7 Street 57, F-10/3 F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",Al Baraka Bank ,9
"Marina Heights 109-E, , G-7/ Jinnah Avennue Blue Area ",33.7108744,73.0592053,"Marina Heights, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Bank Alfalah Ltd ,4
"E-11/3, Markaz ",30.15852199999999,31.3298025,"11 Al Habib Al Gizawi, Al Marg Al Bahreyah, Qesm Al Marg, Cairo Governorate, Egypt",Bank Alfalah Ltd ,10
"Unit # 3,4 & 5, F-10 Markaz Islamabad ",33.6944613,73.0131613,"Block # 1 R, Unit # 3, 4 & 5 Main Double Road, F‐10 Markaz, Islamabad.، Sumbal Rd, F 10/4 F-10, Islamabad, Islamabad Capital Territory, Pakistan",N.I.B Bank Limited ,8
"18-Trade Center Main Double Road F-11 Markaz , Islamabad",33.68336350000001,72.9886081,"Hilal Rd S, F-11 Markaz, F-11, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",N.I.B Bank Limited ,8
M.B City Mall I-8 Markaz Islamabad,33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",N.I.B Bank Limited ,9
Plot # 3A W.R Plaza I-10 Markaz Islamabad,33.6508338,73.0445601,"WR Plaza, Sohni Rd, I-10-1 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",N.I.B Bank Limited ,7
Hotel Matropolitan Building G-9 Markaz Islamabad,33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",N.I.B Bank Limited ,5
Rauf Center Stock Exchange Branch Blue Area Islamabad,33.7168796,73.0719493,"A.K. Fazl-ul-Haq Rd, Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",N.I.B Bank Limited ,6
China Chowk Blue Area Islamabad,33.7121019,73.0615574,"11D Jinnah Ave, Block H G 7/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",N.I.B Bank Limited ,10
"Plot # 1, St # 48, Sofa Market F-11/3, Islamabad",33.7164332,73.0428077,"Plot # 7, Abbasi Market, Off Street 1, F-8/3, Islamabad Pakistan، 1-A Kohistan Rd, F 8/3 F-8, Islamabad, Islamabad Capital Territory, Pakistan",Café Lebato ,10
I-11 Sabzi Mandi Islamabad,33.6374678,73.0288393,"I-11/4 I 11/4 I-11, Islamabad, Islamabad Capital Territory, Pakistan",Meezan Bank ,8
"Shop # 516, Kohsan Plaza F-10 Markaz Islamabad",33.6945862,73.0143659,"Unit 5-6, 1 M Kohsar Plaza، F-10 Markaz، F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Khaadi,4
"I-9/1, Islamabad",33.6566613,73.0558388,"I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",Summit Bank,12
"Shop #5,6 Ground Floor Jinnah Super Islamabad",29.0945239,70.902143,"N-5, Pakistan",Needle Inpression,3
F.7 Markaz Jinnah Super Islamabad,33.7128505,73.01810619999999,"Street 7, E-9/1 E-9, Islamabad, Islamabad Capital Territory 44000, Pakistan", Saeed Book Bank,15
"Beside M.C.B, Lehtrar Rood Khanna Pul Islamabad ",33.6319405,73.122421,"Lehtrar Road, Khanna Islamabad, Islamabad Capital Territory, Pakistan",BATA,4
Serrice Road Near Khanna Pul Islamabad,33.8835894,72.3764904,"Peshawar Rd, Pakistan",Shadi Mahal Marriage Hall,4
"F.7 School Road,Islamabad",33.7211322,73.0582022,"6 Bhittai Rd, F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory 44000, Pakistan",Haroldis Store,4
Shan Plza Doctor Town Double Road Pak Pwd Housing Soci Ety Islamabad,33.6508774,73.074005,"Stadium Rd, Rawalpindi, Punjab, Pakistan",Madina Cash Of Carry,9
"Shop #10, basement sajid shareef plaza G-11 Markaz Islamabad",33.6677035,72.9979768,"Sajid Sharif Plaza, G-11 Markaz, G-11, G 11 Markaz G-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Biryani Hut,4
" Shop # 15/3 Rehmat Business Center, I-10 Markaz Islamabad",33.6465515,73.03704309999999,"Rehmat Business Centre, Sohni Rd, I-10 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Eman Dheler Sweets,3
"26-D, Akbar Plaza Pak PWD Housing Socity Islamabad",33.5731523,73.1481788,"Central Rd, PWD Society, Rawalpindi, Punjab, Pakistan",Bilal Brothers ,3
Service Road New Iqbal Town Islamabad,33.6454744,73.1035799,"New Iqbal Town، Islamabad Expressway, Nawaz, Sohan, Islamabad, Islamabad Capital Territory, Pakistan",Sundas Shadi Hall ,4
Hussain Ahmed Mehmood Plaza Ali Pur Islamabad,29.7195498,-95.4995716,"6655 Harwin Dr, Houston, TX 77036, USA",Mezban Trading Co. (PVT). Ltd,14
Mezban Store P # D/334 PWD Housing Socity Islamabad,33.5708699,73.1452867,"PWD Housing Society Rawalpindi, Punjab, Pakistan",Mezban Trading Co. (PVT). Ltd,14
Mezban Store  Pakistan Town Islamabad,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Mezban Trading Co. (PVT). Ltd,9
Mezban Store Bani Gala Branch Islamabad,33.7130441,73.1615127,"Bani Gala, Rawalpindi, Islamabad Capital Territory, Pakistan",Mezban Trading Co. (PVT). Ltd,8
Mezban Store Ayan Plaza Simit Road Bhara Khau Islamabad,29.7195498,-95.4995716,"6655 Harwin Dr, Houston, TX 77036, USA",Mezban Trading Co. (PVT). Ltd,10
Mezban Store G-10 Markaz Islamabad,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Mezban Trading Co. (PVT). Ltd,15
"Shop # 14,15, Block 12-D, G-8 Markaz Islamabad",33.69624,73.0490468,"Markaz Rd, G-8 Markaz G 8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Doka Mocca ,3
"Plot # 786, Block C, Pak PWD Housing Socity Islamabad",30.375321,69.34511599999999,Pakistan,Meezan Bank  Limited ,8
"Plot 2-H, Sleman Market F-11/2, Islamabad",-7.732521299999999,110.402376,"Sleman Regency, Special Region of Yogyakarta, Indonesia",Tehzeed Bakers ,15
"Plot # 142, St # 9, I-10/3, Islamabad",30.52803369999999,-99.85241490000001,"I-10, United States",Liaqat Bakery Products ,20
"H # 10, St # 43, F-8/1, Islamabad",33.7076654,73.0361003,"F-8/1 F 8/1 F-8, Islamabad, Islamabad Capital Territory, Pakistan",Premier Inn Guest House ,4
"Plot # 179, Zohra Icon Southern Avenue Boulevarl Corner Phase IV Civic Center Bahria Town Islamabad",33.5508901,73.12389619999999,"Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Bank Islami Pakistan Limited ,7
Main Murree Roa Bhara Kau Islamabad ,33.9069576,73.3943017,"Murree, Rawalpindi, Punjab, Pakistan",Borjan Shoes ,3
"Shop # 14, 4th Floor Food Corl Centauras Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",K.F.C,14
"Shop # 4 & 5, Shahzaib Plaza Block-A, PWD Housing Socity Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Capital Linkers Caterer & Tent Service,1
"Plot # 12-E, G-8 Markaz Islamabad",33.6967477,73.0501203,"G-8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Hotel Pak Continental ,20
Upper Portion Areena Bahria Town Phase VI Islamabad,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",One Potato Two Potato (OPTP),8
"Plot # 12, Al-Muqeet Hights Pakistan Town Phase-I PWD Road Islamabad",30.375321,69.34511599999999,Pakistan,Mother Care Store ,5
"98-E, Ponarama Center Blue Area Islamabad",33.7113769,73.05845459999999,"Jinnah Ave, G 7/2 Islamabad, Islamabad Capital Territory, Pakistan",Focus Optics ,2
Crescent Plaza F-10 Markaz Islamabad,33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",JS Bank Limited ,8
"Centaurus Mall Blue Area F-8/G-8, Islamabad ",33.7076156,73.0498355,"Outlet # 2A & 2B, Level-4, Food Court، Centaurus, Plot # 1, Blue Area, F8/G8، Jinnah Avenue، F 8/4 F-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Macdonalds Centaurus Mall ,38
"Shop # 10-A, Bahria Hights-III, Extension Phase IV, Bahria Town Islamabad",31.3694884,74.1768412,"Bahria Town, Lahore, Punjab, Pakistan",The Hot Spot Café ,3
"Shop # 12, Bahria Hights-II, Extension Phase IV, Bahria Town Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Da Joint ,4
"Plot # 140, St # 9, I-10/3, Islamabad",33.6497665,73.0382358,"140 Street 9, I-10/3 I 10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Catkin Engineering Sales Services,30
"Shop # 13-B, Bahria Hights III, Ext Phase IV, Oppostie Avena Cinema Bahria Town Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Pizza Oven and Fast Food ,5
"Plot # 3-D, Maizban Plaza Main PAK PWD Road Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Liesure Club Kayseria ,3
"Rawal Plaza Near Lahore Bus Stand G-9, Markaz Islamabad",31.5203696,74.35874729999999,"Lahore, Punjab, Pakistan",Al-Saddique Hotel ,2
"Shop # 1, Plot # 7-D, Main Pak PWD Road Islamabad ",33.7248865,73.0958642,"G-5/2 G-5, Islamabad, Islamabad Capital Territory, Pakistan",Happy Feet ,1
"Shop # 2, Plot #, 7-D, Main Pak PWD Road Islamabad",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Mausummery ,1
"Ch. Amin  Plaza Near MCB, Near Khanna Bridge Lehtrar Road Islamabad",26.9256035,83.9473019,"khadda, Uttar Pradesh 274304, India",Lazzat Khadda Murgh Pulao & Resturant ,7
"Shop # 8, London Plaza G-9, Markaz Islamabad ",51.5073509,-0.1277583,"London, UK",Noor Traders ,1
"Shop # 19, Ground Floor Al-Badar Center F-8 Markaz Islamabad ",51.8865653,-0.4314973,"237 Dunstable Rd, Luton LU4 8BW, UK",Goldern Bay Sea Food Shop ,2
"17-A, Rawal Plaza G-9 Markaz Islamabad",33.6881777,73.0340382,"Plot 17-B, Mangla Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Hotel Al-Subhania ,4
